Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
37070.0,0.882414472687956,-0.215490890255922,0.476883118491006,1.62503568995364,-0.572153259848501,-0.449713589964842,0.216231096037152,-0.0558311000938638,0.309360398115567,-0.170902853894951,-0.137861309782325,0.465031134552877,-0.662733808196782,0.218078709883236,-0.0663084089876575,-0.839830619131894,0.4869360621145,-1.06911331422845,-0.605371020776343,0.0208205083167912,0.0045470159469879,-0.0630875571280471,-0.102304356130421,0.621102899269641,0.530195004185321,-0.357730047201649,0.0136380749473146,0.0424858637400309,135.0,0
66857.0,1.050314499303,-0.0399562603016429,0.0191050713248283,1.13407276405995,0.291545277368766,0.647496070259471,0.0749697632677757,0.134660442367822,-0.0025934279990464,-0.0018860787697064,0.517162443455319,1.23967449766119,0.487295674090298,0.119470970557847,-0.786285957734797,-0.302852794392801,-0.316542052183298,-0.267006381567618,0.208057123200359,0.0191154150595682,-0.0573156673131107,-0.0858862013767504,-0.243146733807205,-0.781951242418986,0.736903983024092,-0.287368223724697,0.0259281863387807,0.0102369862001186,75.68,0
34009.0,0.947583470095338,-0.758122793227375,1.11611661042633,0.208131430854241,-1.19181736884792,0.301171652169299,-0.75444886612164,0.335591401604866,1.00461231857986,-0.349975155642715,1.21316486833335,1.11863618727795,-0.720293453188769,-0.185651649300643,-0.694075332385334,-0.238597432044107,0.282039702332728,-0.573067003486891,0.296512876164691,0.0296708756515429,-0.096518977377921,-0.238244678288068,0.0547178710785567,0.287007647007997,-0.0443726379311078,0.935274461210349,-0.0403483656771824,0.0162231281970208,92.8,0
166463.0,-2.51656325079672,2.75378644411025,-1.71738204177516,-1.57513935353145,0.488810774958901,0.0377503646093175,0.428446074424516,0.610236224056727,1.43318363344442,2.59474853609225,-0.0593369313233951,0.896396972207195,0.605666167717607,-0.242068646528385,-0.911130891959181,0.342839373749522,-1.0217266394805,-0.038572077876608,0.314214116471699,1.22660196922358,-0.543858320431426,-0.912234495939039,0.12667304581211,-0.387968381135692,0.201019167334824,0.199353501062754,1.14247415436539,0.691987165993696,8.93,0
38752.0,1.28418153298879,0.286958588146812,-0.0618756277738003,0.50853315712424,0.0296748750880854,-0.584706407813196,0.0965856875164751,-0.159495610583036,0.074195363548752,-0.291690803101719,-0.801112864346874,0.0074971729813721,0.467854050303302,-0.352510442009406,1.14728418413402,0.72120185973716,-0.315265810658748,-0.0332384296196982,0.112232292018595,-0.0146560859775558,-0.331930192067475,-0.985553542521802,0.0101803087941941,-0.492338301511833,0.32530707863348,0.14444232716985,-0.0266335605453886,0.0253275009711608,17.99,0
118935.0,1.80240838090248,0.0223211236188899,0.144419307077124,3.7317531596839,-0.318539176102998,0.701800763733023,-0.721020857698396,0.365479767323735,-0.242635483070978,1.58113796252442,-0.27020979250355,-0.501732304006721,-1.62638860283329,0.247024459064144,-1.07455451180278,1.56535626492567,-1.18472120862443,0.845741869110046,-1.32776846514612,-0.326677906915278,0.196840776493306,0.522370883415267,0.137716693612738,-0.404436700289336,-0.289034825023592,0.0322582205204424,-0.002607025738444,-0.0442620705414798,26.55,0
141019.0,-6.86485312712588,4.82572006680323,-4.30419066712809,-3.20241592569637,-0.525355461793431,-1.09593714067181,0.460484099407048,0.499444833608876,2.32968708311596,7.71183295893985,0.546465771621168,-0.512899400966563,-0.633230363081309,-0.688131053791075,-0.879212491637448,-0.0260818318186847,0.19492329736757,-1.14967222026676,0.955191695577927,2.3333484663686,-0.186846187885056,1.12575158429068,-0.287204742509769,0.204401961270038,1.8736053299398,0.261987641216229,0.40475914075025,0.722074534761636,10.0,0
160314.0,-2.74898807132558,2.33358531456739,-0.467904400287197,-1.39962946367653,-0.13960778771166,1.9837421675901,-2.07328528142865,-5.5552586726877,0.463533233892445,-0.106474733300762,-0.47822957782494,0.984515761570694,0.0461741931020821,0.465193957401771,-0.684105185416144,1.12111415191935,-0.605277189354815,0.662932484655103,0.370763713091117,-1.4584209744342,5.86648560816369,-2.70771898640949,0.813214648915356,-0.462674129006942,-0.600250966584825,0.241454255587861,0.625092537877713,0.139864161021837,51.4,0
75273.0,-0.989914151845407,0.975536024118781,1.64178234487474,-0.978412145652091,0.227051585075202,-1.31321815719359,0.62733432368741,-0.946939705765472,-0.297242966588432,-0.908800274491427,-0.293144689710689,0.375063202280822,0.120480636648342,0.070572480058007,-0.301357922719187,0.754341522646627,-0.897662095781249,-0.676057812231609,-1.83304526958374,-0.463974926815037,0.626549751565862,-0.753064556614096,0.100677627235199,0.675847532600081,-0.373846859979504,-0.288596676165574,0.113983007126645,0.133730305582172,0.99,0
135792.0,2.04445923783252,-1.35769752334013,0.430968917647545,-0.592782410715928,-1.77358289361764,0.202717764079455,-1.74587336285105,0.306246623960042,0.786862217879299,0.671424541022217,0.474587227097884,0.48823316825979,-0.200015336857922,-0.968654486237754,-1.6767124823362,1.01537542084728,0.352620976272425,-0.904890692577623,0.992064614965387,-0.0754857239558438,0.198027200908156,0.851067939594273,0.245261778515018,0.0472555400852701,-0.406472540982127,-0.208353274120157,0.0604013883966705,-0.0473208756427191,5.0,0
167127.0,2.06847044316726,0.271833104712167,-1.62813527281352,0.427094060639461,0.501982097820649,-0.903594736993012,0.292278216795074,-0.330504011482191,0.254337026827195,-0.423536157754167,-0.213717703019514,0.99754060716512,1.5823177407714,-1.14386138318235,0.0291819624818147,0.214345738396436,0.423171371021685,-0.529711652260835,0.0036098616384951,-0.0604404558996936,-0.340056971025703,-0.800002705468529,0.333913857717472,0.6807122654193,-0.219966939889081,0.160095178902565,-0.052561865468497,-0.0260702935334034,1.98,0
76098.0,1.19672523765818,0.0778616329755219,0.442082833610426,0.591014899033358,-0.581612587978159,-0.826240069661495,-0.0806404446809853,-0.0464412301407049,-0.0624046097886826,0.160714557920864,1.39688956713826,0.478216257288946,-0.879072551772224,0.655294160053867,0.370911946721484,0.367454990255034,-0.513899241078756,0.293491876100321,-0.034047772852397,-0.141901973248603,0.10150067833904,0.245900094788903,-0.0593515455956818,0.556935720815575,0.432666480036145,0.401306352024145,-0.0457973344460863,0.0020915453363568,10.0,0
82973.0,-1.26948402267125,1.25004029246879,0.688781132413187,-0.237506768797431,0.309055474572554,-0.0134180874103512,0.291189861717104,0.380605287649844,-0.415705717338095,-0.26375423783027,-0.900119594136699,0.368034885572706,1.08845861618739,0.150759803472509,1.0712907632695,0.21366411203339,-0.329081710730345,-0.616751764354874,-0.0111196912034651,-0.084281092705379,-0.181974339166764,-0.564592695650873,0.0876127067903193,-0.764097939097628,-0.100428009073378,0.12104085190313,-0.22029676058896,0.0536054073379649,11.99,0
154967.0,1.93033856266073,-0.152440940449341,-0.273069046491394,1.58990384327134,-0.437840699706567,-0.298996481703971,-0.268413473114845,0.0047085376230213,1.21808642751519,-0.0081922303869763,-1.30201585448898,0.610825349870872,-0.484284124422143,-0.208784110740458,-1.14044819730992,-0.473297608684069,0.0238489459299925,-0.941912715969536,0.142546640397009,-0.323893337503418,-0.523282434930363,-1.20512555574255,0.450719070857133,-0.105539767218836,-0.342146427403668,-1.10093322989036,0.0567207938461991,-0.0317790781671775,4.94,0
31760.0,1.24057214053357,-0.27387745140599,-0.0064438614772892,-1.33058574472058,-0.685315014441127,-1.47933737087283,0.159113446661889,-0.395028680846682,1.00842531463841,-1.03324143937718,0.0642971044401132,1.10352534949547,1.05110890529938,0.155099956795005,1.55429519651802,-0.566037582172589,-0.192255065014945,-0.209903445228652,0.637596885341383,0.0821857720129923,0.100479521178671,0.365052018836081,-0.178716145535851,0.493325079900026,0.655828360080654,0.12248801618664,-0.0113170613609729,0.0200629686611186,53.21,0
